RowNumber,id,sobrenome,pontuacao_credito,estado_residencia,genero,idade,nivel_estabilidade,saldo_conta,numero_produtos,possui_cartao_de_credito,membro_ativo
2026,4fb6b767060efc1131d99b9f3c4ff0163d571286,6fd2bcbbdad8e29099e60fbed4e375d245ea5b9a,634,SC,M,45,9,0.0,2,0,0
2027,16297dea481d2021847db587abdcb90685f563bf,7435c94f3e0f11a7eea3d138af2cadf327024516,451,RS,F,23,9,0.0,2,0,1
2028,15eaf6f5404a771f9bbf50c0e114841e1bbb0d1c,bbea67462792e39095fd50fe7aa18e1c767eb805,655,SC,F,59,7,0.0,1,1,0
2029,1e46ac5c1a20618b61d3cf31693d4d85cba81dc0,89e71c57b5883e13f48f3269d4153339d022617e,458,SC,F,39,9,0.0,2,1,0
2030,f2a48517fcc4feb1afb80a52d59010a02bc35d2e,b9dc0377e035e2fbbf2f49f3f1df304ab83cc1f5,520,SC,M,33,4,156297.58,2,1,1
2031,7399e218fe8c63ae9585c50066464871c5b1ca1d,418b661ba4e5303038e2e1f24ab7b96fda4351e3,624,RS,F,28,2,0.0,2,0,1
2032,3a218bc86f0ec165e718949136c3491b66fc332b,b654d3dd7a745380d45336ae1721c55ebbecd0e3,765,SC,M,51,3,123372.3,1,1,1
2033,be9b460e45a3e23c71a8bd6ba50f1dd5a1a0db57,42f57a69c27f6cd56d8fe07fb56108f7f2b7070f,667,PR,F,37,5,92171.35,3,1,0
2034,8546e6765fbf0ed831fe643fc59397174361239d,464fab4ee6d140bf4df62fe0e2f83e38fca71e1a,665,RS,M,41,8,0.0,2,1,0
2035,0c0ca67e3c4860df740c9766761f731396dd7af1,83484ac689c03097b3431a21bc313e1560a26db3,709,PR,M,34,4,148375.19,2,1,1
2036,bbb0acf3f84c31c006a82187f73d5e8dde8768eb,5bd25aa68f4fa1995488d35aa752515c95be2d5a,583,SC,F,44,8,0.0,2,1,1
2037,cb24ec27658f8b28714f62232de9d84e288f4340,dfcd49cc72ad5d68f8f829e6fd24d1e81bb56f53,782,RS,M,34,6,147422.44,1,0,1
2038,9de2382ba59dcd422d335fda183c8d84b9c26cea,fbb9f9a24e48bf3d9eaefb91056597c03207d030,668,RS,F,24,7,173962.32,1,0,0
2039,dd1fe62586f37499ff7a55add8af8dfe568a6216,df3e9e0b0dfaae61c91de36593d858b12f76315c,621,SC,M,47,0,0.0,1,1,1
2040,413acc6e66615f828d44e84af2616b6535fdc9a5,476ded17b944f145d95a839e77f8b5271c911f60,579,PR,F,64,6,145215.43,1,1,1
2041,67b2b9832aca7a85cd1445da2beb7cf3986ff4cb,3b2d0d8ea145c20974a500f40937ef7e0627186a,547,SC,F,38,5,167539.97,1,0,1
2042,1c54a7f3ac78bd96bce866a98d75e14ebddaf000,543e81dc974b9f9d5739f90e80435675308f4f1f,840,SC,F,39,1,94968.97,1,1,0
2043,70ed1ec070bf39ca84aa6d50169758e720090ffd,995851c023e8659fe76e87e03e7b577143f7b58c,667,PR,F,27,3,106116.5,2,1,0
2044,e433b0f895a661a7d14f92c3d8d65c242fbb7f58,717b2196c49d4a878dd7183b9288ae7252e14b8a,723,SC,M,34,5,0.0,2,0,1
2045,d584d628f3e9831658337cc243114f093786a760,983d3e9d2e8f9251175369cc4b4bdff01ffe9545,487,SC,M,45,2,0.0,2,1,0
2046,cbc3b3299952ea3a7963fd6cacb52f2ecbae698b,38780b430a52ceef086fcb21119fbd92ced065d9,668,SC,F,31,9,0.0,2,0,0
2047,5dbabc92ffa47d8317868cbda34a95a7547078c7,6e962655f63f175dce39682c80d5ab1e1c772060,520,PR,M,34,8,120018.86,2,1,1
2048,979ca42c6cd636240fefc5296f4600a10433cfcf,80c9ff7105a2151d4df09d1bbcc808543a889d5f,549,SC,M,37,2,112541.54,2,0,0
2049,4d2ff84576fe697eeb6aa6de2ef92b9d8d20d15f,ce7be43361c5ad189cd9d29da04a8af144e9d522,567,SC,F,35,5,166118.45,2,1,0
2050,224d5a4ea6a90e8b1a1b49c2cac4beb13dcbacd6,96bb0e8e349b9e56afd66d9056df71c2792bbd79,720,SC,F,45,1,102882.4,2,1,1
2051,cea80cf119fedcfbbddf24f69590538ae1bdd9b0,8f85872ad0fa01b9a6f8ea63e28a5e0cb0b1e87b,492,SC,F,49,8,0.0,1,1,1
2052,da9ca7c08558c00255a40e757e8957b3d85c1795,6798be02f4aa5b2c4d80d23bb7b58b65a0245c23,712,SC,F,37,1,106881.5,2,0,0
2053,0d42f18f60c77cede2bcc457002efe617e3693e8,4358efa9faa62ad8373c8bbd5a3ffd318a66ddcf,689,PR,M,26,4,120727.97,1,0,1
2054,d01248b451e2e56f1aa4771b8b12ff53cec277e8,e60bd80c7c895c43740b5c7f7bcebf1c9af5e7d8,850,SC,M,63,8,169832.57,1,0,0
2055,0e0f1947d5b8c90bac1c7fe76707221ad7964d19,f138755a17a747d4353d24edf983ace7c38ba7b9,747,SC,M,41,5,0.0,2,1,1
2056,daeb7952c5aa5f16459c93ee1b9ed0ae4779e0f4,f1d5384cab783f3755759616f11499f919d642bc,469,PR,M,38,9,113599.42,1,0,0
2057,db17590ce963330015bbadab935a15bd6832c9e3,44db741d2f1f02474143b02da39f3910159ee2fd,539,RS,M,38,6,0.0,1,1,1
2058,3bbef837670987ae81933613b161c34fb4793f7b,622ab5b0015de5370d8080403e9a1fd1f76ca87f,743,SC,M,32,9,0.0,2,1,0
2059,f4d9bdf69b04a1146cd30450263635cb8742f25f,a596384ca70664af4c5fac9f935cff186b8e8bc0,707,SC,M,47,3,0.0,2,1,0
2060,6a131883806583a3feae4f3933d50aa7c083ab01,14616ea3386bf38becba5c24ce3ed28c53cd2d6d,581,RS,F,50,4,0.0,2,1,1
2061,3030f3003bd3b45e75f33326adf9d632bf65fa1e,6256fdcfb7e94c81237e9f42a148dc4fb3148bdf,737,RS,M,38,6,146282.79,2,1,0
2062,6d2d6e6e6df862c634b5b20c7bb2df096da3469f,57ad79649b677cf8f889ba6dc5fb4f98ada2767e,445,PR,F,38,6,119413.62,2,1,0
2063,8c43eb6ee141926dd5d9dbad6b928339e2c89280,1e5fa75167de66d119ca333f8f872625ffbc5b30,703,PR,F,29,3,122084.63,1,0,1
2064,1005562a4c701d0eb449cf28e820ebd3dd29703d,cbebf3984b6d4aa6ce5b5910c4e262b3c6ee6da9,588,PR,F,35,1,103060.63,1,1,0
2065,ea9d2cf2ae447c90ca7a836fecde2720e4ae0ede,543e81dc974b9f9d5739f90e80435675308f4f1f,765,SC,M,44,6,0.0,2,1,1
2066,382728e94e754353e1ac6628cc8199fd8253282c,f45925f06b1ac8dc8808288db87debbfdbfd7f15,626,SC,M,33,8,0.0,2,1,0
2067,69ce839526a89d18b7d229054c90401d80d0c5f9,9f146364cccb410367b702cf13c0e235efabca50,545,PR,M,37,9,110483.86,1,1,1
2068,1ceadb7206544b4baa71ca7486061d0d6ac3130e,0c59a37848a3a326b955cd0b35c15108c3f56e96,744,SC,M,31,9,120718.28,1,1,1
2069,f54eea042a433538019683aa312ac30e91dc25d4,1b3b6abbf1d170d24c77e0b8091f2dcd011b2e8c,658,RS,F,31,2,36566.96,1,1,0
2070,2424023cb9ddb2e39f88dd0849f7f1d3d37c866c,9fd7abdbb7d59c7917328f1f59c28ac6ab8f0c41,629,PR,M,28,8,108601.0,1,1,1
2071,89839ad192ac7c6681fb22bffa8400a820972634,7b9e900df840d2a06fa5f8e3a0dd6f2ff2c2f43f,719,SC,F,42,4,0.0,1,1,0
2072,9eb367f0029d2286414140e8bb2f2d162984c9a0,9d8561d4126a5da25efdd6d49d4bf8113ac2195e,686,RS,F,36,5,0.0,2,1,1
2073,515e25d9567f16f788ba74659f88207616c29b61,a42cc4ec7d0b3e180c9270596beb34896ed6fb95,743,SC,M,36,4,0.0,2,1,1
2074,f53dc0dd511716d391145fda2fdbff1875c6f760,31d20079cb16c9df490a8337cd142c5d095eeaa5,626,RS,F,48,2,0.0,2,1,1
2075,147417fad48e94eb1338aff711375075bc15d811,3f6c6e7b6a0bd1132a31805c767d3272bdc7e1ef,661,PR,M,44,1,141136.62,1,1,0
2076,96a3b579dee92aa8e56aa1f5bcf0c0452c5005b7,ae2df3ced07651925ff3a27e6fe014a3484b6aaf,710,PR,M,45,9,108231.37,1,1,1
2077,f0460bc8e1bfe609d7b191aaa521de7bd469f85f,a5418a4e5bbcc29436b7fbdd47ae44f38a2f81da,654,SC,M,40,6,0.0,1,0,0
2078,cca2a4f16b8c68089324feae932ab4deaa2e717e,453ffd27f7e8ccfa5d21beaeb476d8a11bdcfcfa,569,RS,F,34,6,144855.34,1,0,0
2079,df92a5bf494f9650be71824f2df1fa58fc6db73c,e5b82dd5daadae74f079e32df3f7124c4eefe1f9,640,SC,M,63,2,68432.45,2,1,1
2080,4b698aa744ba67ac70a4a9bb29e886b9fbbcb3a8,7abd783af47a9bd96f9e845bb5dae7516d111f11,562,SC,M,45,6,136855.24,1,1,0
2081,0583be443f444fae4379089e84095fc244d65ef6,a29b1ee438afbff5618a1752adf4efc12417ea06,721,SC,F,55,3,44020.89,1,1,0
2082,a2497e773f4b169c8b4102091fc9d0cf5340130b,37619fc13053f82b7cb7da3d24ceb1598ab6d05c,456,PR,M,32,9,133060.63,1,1,1
2083,7283dc1a610a665acd5cfb031acca36a4533db18,11f27d787637a70ba57ea5dfa0d389a57500c3e2,811,RS,M,39,7,0.0,2,1,1
2084,3b83c1f4954c7f142838f67da995f9365c54ddc7,ed0778c98142f4d6c4fe266319bbc170e2b28ac9,534,SC,M,24,1,0.0,1,1,1
2085,6fc0e28f2addaddf173ece4c0d3c4ac0d78e30ef,2a4c409804f6c7e1354dd0c696a7099f717277a4,423,SC,F,36,5,97665.61,1,1,0
2086,0962d30cb0051a89f929a8858604fd95e351aa1b,679914507dbb6ea15a7b08d5eae6ca86d6987eac,594,PR,M,28,5,185013.02,1,1,0
2087,a6124df1751712ff3f13a5f2163b8910f8d3ff65,c2b299966201c57331ed1377aa9c1e3ff3ddb7d3,725,RS,F,32,0,0.0,2,1,1
2088,667e89eb5537bba2d4461ec56c9b03513e1b79c6,520843ffd6ad8c03733e76aaa645270d17db94e2,716,SC,F,52,7,65971.61,2,1,0
2089,a6b8ac03b171ad080f3c63e42f62ec45e3e3bc50,463da371ad5f2286a923ff574a2f93b75811650f,595,PR,F,41,9,150463.11,2,0,1
2090,5187c778705712209515669f83310ad9a5b48554,fa3fb593c50a8457638f917cdf89b5d18c770ace,679,SC,F,33,1,0.0,2,0,0
2091,bb4b32805c36f307f241ecf4ceba4d3129001e23,9b616394a7d221a125aba2abf2a86be0466505d9,667,RS,M,39,9,0.0,2,1,0
2092,f39fca1b807cdd8920d52acdef908b75b26acf3f,a4734c9a41f17b4a6c8fbf698e6744847bae469a,661,SC,F,37,5,136425.18,1,1,0
2093,e17ae705bc4cd774551e3da74a67a713e9b67edb,bb5cf318ffa3931019af265b70dc5e1329293274,655,RS,M,38,3,250898.09,3,0,1
2094,6756d0a24b5c59b4c250ffaf04b7aac4c52a2559,7347fd3b86c52be283f3ca0bb60ae91abe5f3069,555,SC,M,55,4,146798.81,1,1,1
2095,99e71b9790626b90a1892728ebbd89742008eb32,96a5562a445fe49980012b714566456aeedca535,531,RS,M,70,1,0.0,2,0,0
2096,e5a3a43a2796ed726e7bf4dc76736c6925479589,fb06270f7c212baabc8749ffc36e49dc8f321548,611,PR,F,40,7,128486.91,2,1,0
2097,07ec5169336bddb3662234ac8f8dae693b3b1e7b,8bed2d2a1562763877d31efc30a16971df37c246,600,SC,F,38,9,0.0,2,1,1
2098,3a9b357cec4279bd118b7a45b87a6c9006a7a86f,1e10630e7d87fb136feba87a32d464c1ce4aaa72,531,RS,M,37,1,143407.29,2,0,1
2099,35ed2b939d46bf61a71bb09fe8f7818e8aeb9e0d,f9d39dde75d24adba1c0ae7901ddcc281007167b,601,SC,F,43,2,0.0,1,1,0
2100,6ef47f829465ad57a833d6aaf335b356491f355d,3e4f6bca174f86dacf6859db79aa344d8acbc29c,548,SC,M,57,6,76165.65,1,1,1
2101,536e832e39afd1a60abc934fa0c56bda14698788,82be3e6c65288a91e72206cc2357e1c87b95eef1,759,SC,M,40,4,0.0,2,1,0
2102,a863abb4ccf1709c6416d44592662328bce27909,c20ccdc61430a9004f80d26dda8a15c5afbd6dee,678,RS,F,49,8,0.0,2,0,1
2103,176155d2760a728b66bc1c0c1b72be6cf7b863e5,dea5fa758ff8aa11cb464a84fa513a494f3a19f4,755,PR,F,33,6,90560.3,2,1,1
2104,87e308826a26f8f0605da8848735b7c9b1f2839a,2e1688c8f30edf5c46afa0286d8ac2dbd83dc8a4,594,SC,M,61,3,62391.22,1,1,1
2105,ffca0605cbd9e94e40d920d80a2fa229024bf070,5b51a9fa31b8cd945def90d32a1fddfc95b9155a,768,SC,M,42,5,0.0,3,0,0
2106,f4d97f8abc25b885c2aff3d4dd84c42ec061f339,4fadabd03ba59637c120f080f588f736f8483d1f,492,SC,F,31,7,0.0,2,1,1
2107,2b5879cc3bdaa721369c569e07650f4d859f4a07,b47bfc0dcfab20b64abc4a3c160ec06f31fb9d45,637,PR,F,55,1,123378.2,1,1,0
2108,fd0617fade91b03057b9720e4fe65d6034df0f3c,1c0cfa0b70cbc026eb813cef5f374d8718d5228c,646,RS,F,42,3,99836.47,1,0,1
2109,0538c0543aafbf9f38d3a7c82c24849d929b078d,1d854fcbe7cdbf28335bc593e3643568a389bd89,593,PR,M,74,5,161434.36,2,1,1
2110,582c05940ac75c0b7a735245a424ec7386829db6,a55390ff080ce4b25c10ea2dd48cf1283cd8d509,596,RS,M,41,5,0.0,2,0,1
2111,8e0b4e890799a26653bc8fce7dfcd1a4cf436fe4,11a155199805cd61c943204cbf7f2b2a1c1ac742,722,PR,F,48,10,138311.76,1,1,1
2112,611c5e554d76c7c89d015377fc4761fa642ced8e,e891f7fd3a91ee126458efcd3a477d2034887d59,642,SC,M,25,7,0.0,2,1,0
2113,53471788c2cd3f140cc25030f0f87e6fa2977925,48e1ad846796fa314f1b4a6702b83343eb5482c5,472,RS,F,28,4,0.0,2,1,0
2114,fb8e31888f1a0ee5c5a310530f4e8e9cadbfa2cd,f888b16f22554eaa7a73cb43981ee6b77a2ada2a,738,PR,M,35,6,101744.84,1,0,0
2115,34bfe75802fa2efde7a8355eb2e87a89e096f2c6,53068bce430b03b156af6eeabc4b25b20c09f53d,732,RS,M,33,8,0.0,1,1,0
2116,ef4e230be7ca7f9bd6381668a305ccf3ec199f29,1b38d5415a8089bd7bed071cd313e8aab1342a2a,404,PR,F,54,4,125456.07,1,1,0
2117,37e520a5398201df8d5abf64e760486be04e01f5,8ab6969f06ba126a3d380b32291abccbefef45e5,701,SC,M,44,7,0.0,2,1,0
2118,f479da2bf95a5bdef4d67d28c9382bc8ac08f3a8,7dffa3a61d1fef5689b6738a96ca329dacbdda56,683,SC,M,31,2,0.0,2,0,1
2119,7602f058a60e358c3b340879f6561e4e41f49cad,ace467b1afa5a115e5beda14cfd81ba9d2dbf8e9,460,SC,F,27,7,0.0,2,1,0
2120,f0f83fce8fa72b511aa030b990dbdb3591e3ee16,f00cd8aecf2f219eeb909847225a56fd3efee4de,690,SC,M,29,5,0.0,2,1,0
2121,7ca05e2fedcd56ea69fab2fc73b85eb8d2aad916,1624ee34bdacda1bc1ef5cb46fb7855e8a761fd3,618,PR,F,54,4,118449.21,1,1,1
2122,86d04fbfa000da19f9fc65022bb55f1466f73620,cfa9a401b0f24ca628c5837e80bf0a65a79db592,671,SC,M,30,2,0.0,1,0,1
2123,8f8af079f1be2d84e54f9eaa68650a084b05c4a1,612687a2ab9be3a77bc3ef13a174e43da22f916e,765,RS,F,32,9,178095.55,1,0,0
2124,a93135b2e4e70b224afc067846bc97d1e58550ec,c22fc77096495cc49a4df79b1f4de5fb1ea138a9,651,PR,F,25,2,109175.14,2,1,0
2125,079db1a68c6134bd6f7734ee0c12b00bffad220c,4a26f5307aebeae59c22ea6d9028f35dfbc652fe,704,SC,M,32,7,127785.17,4,0,0
2126,15fa15d25801c4ab3fc9b5791bf6bf7b5dbeb64b,cb550b8cc32dc478ed1357e0eff7f21296eca44c,544,SC,F,45,6,0.0,2,0,1
2127,e19cfb70b870f1c4f194e664298a41e8b1186151,75d30a8e3b40788975356cdd6ab41bcf57638ad1,790,SC,F,40,9,0.0,2,1,1
2128,1199522521d352cb067b04d65e1466ca6f421a2f,a95075f5042b1b27060080156d87fe34ec7e712c,710,PR,M,34,9,134260.36,2,1,0
2129,6b0eaa702d02107a686b9dae5aedc8e927be23cb,e3f3a94c4cf96c61c8162bf03d7e12cf569b4b09,743,SC,M,37,8,69143.91,2,0,1
2130,bcfae2c2de62183d043d45760ab419560c55fbde,aecd2fd265fbec09688d4001d6596505a4d324e4,702,SC,M,34,4,100054.77,1,1,0
2131,a32e14140a2cfad530c88049e801a50b2f2b869e,d30cd9efe4e1f6b2d6810f2a46984d7e8b75f74b,704,SC,F,45,6,0.0,1,1,1
2132,257337a55c67b8378b9c3ce0b590cfcda04aec68,eda3ecf92bf20ee463ebea6159db1a7837090dcd,614,SC,M,38,2,116248.88,1,1,0
2133,fffdecb104519faf98f49e106d28a80597833933,9463bbf92f327b08be57ede042d32ad254f61251,609,RS,F,43,6,86053.52,2,1,1
2134,b1799f72f414daee30dddbed4bcf3e03b98a1d27,96bcf8c98f94b6ace4a4b716cf0e3b32743a08b1,688,SC,F,32,6,123157.95,1,1,0
2135,453047fe56235ecb3773d4ed173008517a729f15,147847d73ee819cfcbfaf4e907ce7370654b8248,713,SC,M,44,1,63438.91,1,1,0
2136,edbacb41f5f8211a007c1059d408c06dc64e6768,d52921176e45f69c68e2403cf6d43c0ccdb3fac6,736,PR,M,57,9,95295.39,1,1,0
2137,49c77c690db0203a3d959583e44318aa29520cb3,4474eed7f98e2945bc22343449903c182ad443e1,727,SC,M,18,4,133550.67,1,1,1
2138,7dad9e2aa8f5b8712ae3090ce64c58b2752fa10d,51aec2b206aaa1757a3aad3b2665fcb2b170b0b0,850,SC,F,38,1,106871.81,2,1,0
2139,d1e638bc57ec1d0a9399a392e39b15ca107689ab,2ad0c93dcf651c0afe5e5aa7a8778f7c3ec5769e,718,RS,M,45,3,105266.32,2,1,1
2140,8363c5afa459980171b4241ee5e3784e56f3621c,4a64743aa30952609dd07e3eb88f0649407bc4d0,643,SC,F,51,2,105229.53,1,1,0
2141,f114eb748f24f3497cd49c8e7b99f342ae85a0d6,a55390ff080ce4b25c10ea2dd48cf1283cd8d509,653,SC,M,41,8,102768.42,1,1,0
2142,7002c9c89a697704a2f4e3086c203dce7708b3db,b3aee9d351b3547305ecb3fc02c8dfd84df8150b,674,SC,M,18,7,0.0,2,1,1
2143,684c71d598fe7c4888ef7d54aafc7838d7aba042,de24a2eb3bf31d4a02a71e03f7e70817d6c6e7db,690,SC,M,35,6,112689.95,1,1,0
2144,20570ae4bab87fe0f44cc55d04a02d2a40cfd023,a8b55867bc878e1465170af6ec634dfbc7f0ddde,819,SC,M,38,9,122334.26,2,1,1
2145,c6619274364173fdc8fa7e59e534f6c209476c8a,6c280fed8eb0f57f639ad6b112b5cef89110e955,634,RS,M,34,1,0.0,2,1,0
2146,0047a35589f02b982f61610c764becaccb1a427f,09b63d2493965ff625619317d4608f792c0e625e,633,RS,M,33,4,137847.41,2,1,0
2147,523b58f9e03abf335e54c26ed20f58a2ec0c968f,b6d8cbc8b0f84340deab2a12916c4b6e5ae10aa4,850,SC,M,49,5,122486.47,1,0,1
2148,c69f9a0572e0f904611881677d34c7810f43936b,dfcd3454bbea788a751a696c24d97009ca992d17,665,SC,M,33,2,101286.11,1,1,1
2149,3f9de3e16abdb9833a69b208b76bed40e9a27262,931b34aef3abc68108d0f76fc7c397df3caf2748,630,RS,M,26,7,0.0,2,1,1
2150,ca4158220fead659c8f7b50956ceed44e30c1a65,db5fdf27f2b9deed69eb9f2ff6574c988bf01fa5,836,RS,M,57,4,101247.06,1,1,0
2151,bf015cf42d13a477bef8186303c78b631e309e17,52addcfbf5a61ae97ea5c4afcf7183a24ea6a7dd,668,SC,M,38,10,86977.96,1,0,1
2152,bdcb5029b332615d3719bd2761dc75f5947e0d8f,b049e1d961a3ab1384ae53d4c136036a950c6e58,753,SC,M,57,7,0.0,1,1,0
2153,0df68da5df86e326469508a6806fd169306cb3c6,1d854fcbe7cdbf28335bc593e3643568a389bd89,745,SC,F,55,9,110123.59,1,0,1
2154,0714350043e8e07decf08d3ae906f06603ace081,c4441240323a2f1b7ac7afadd88e4f687aa66226,693,SC,M,36,8,178111.82,1,0,0
2155,4de31bf279a0c0edf0b3a1bf78a7671628741589,1cf3a947ae16b14d73b6ef8307c618138cee340a,606,PR,M,65,10,126306.64,3,0,0
2156,929bb0fc6c65b59f0e22fa239a7ce7359b58d98e,b2a03bf05d098c5287c901ed46ae2c8adeecda4c,660,SC,F,35,6,100768.77,1,1,0
2157,16334a027858d978161ac2ccc22c0c1d0ee03c96,c00340528b1123868d94af23636c7e2e86027c21,608,SC,M,42,5,0.0,2,1,0
2158,06b03f4dfcd22bd328d7768d4272fb403d4ed6e9,6556537fb4f35ef10c807f0189794506a0767d94,744,SC,F,44,3,0.0,2,1,1
2159,bfd9868ae8ab0ce076a33bfaf0ad501b5299d844,fe7e2953e9474b2bd135241c7c997e4972287729,731,SC,F,40,7,118991.79,1,1,1
2160,1013dea38ff7f1958ffe244df4a693f9ae3eb55a,59355083dfe3bdbf05328a45e6fd9f21e1d28814,683,SC,M,72,3,140997.26,1,0,1
2161,fbde65bcf74afb88a99eb6a4a1a969e92a7ee72e,7baafb1096e31dd900ec1321d838d731c4c9981b,727,SC,M,28,5,0.0,2,0,1
2162,7a7a5cc944c5445b996cf24ee5ce62cc2eb69819,76694caf1a4ff5421e0eea9ab56cc6baf1766c68,561,PR,M,32,6,166824.59,1,1,0
2163,a17f8f4773b901c4d656b92e34a533d59a31ce98,5bd2bd6ebb359d1d2381ffd8fe23272cb5e8c369,700,SC,F,34,2,76322.69,1,1,0
2164,d887fbe610048019740936cc40cfe9d66b5b5212,9ef50458985ec73d89602aa848e0eb12b2b335a2,605,SC,M,35,6,0.0,2,1,1
2165,82906b2888d9599f3cf50a2e784b22a61f7a4dc8,0bc3431451be34a4de4183c29fe093c7546276a3,767,RS,M,77,8,149083.7,1,1,1
2166,540855778f97039668611428cbf077d864a26a34,009dfadf017a6776a4cf8a73515da6bb8cecfe30,511,SC,M,33,7,0.0,2,0,1
2167,f286745cd830e30e547e3fad94d894800f66e277,bf3a6ea4afb3c94307d626a326b91dd018dbf5a7,667,SC,M,40,9,0.0,1,1,1
2168,8b08893a24f1bbfa959e0af2269b38ecb2120446,651617dc8ea70371cb708ce5fb541366b35ec745,787,SC,M,33,1,126588.81,2,0,1
2169,1458d80c40d7543cd9a99ae06d10e0852e8af212,b3b5a34500ef7d93e37e3dc5b64a8085a5742ab1,705,PR,F,56,2,143249.67,1,1,0
2170,61fadfba779e7bd3918bcf5ee65764429f37dacf,2ad0c93dcf651c0afe5e5aa7a8778f7c3ec5769e,773,PR,M,43,8,81844.91,2,1,1
2171,cc74c14772fe0b9685e5241ea1f7a6f398db8fa6,63aebfa4b47f7dbde36a01637e0e331afd5c42fd,554,SC,M,40,4,0.0,1,0,1
2172,253386decf226a07846b2c45bddd4d2e60ecc7f2,62ceeb2fea53054f1dfc5a63fcf122df23c41e86,526,PR,M,58,9,190298.89,2,1,1
2173,8927c104d4da785d9a0a1632d1a67aa53fad1bb6,7548ab52c3d1d595240379937e08f3e95c072312,661,PR,M,35,2,117212.18,1,1,1
2174,1fc99eb08b10afb8a3d3f0f389941980b7a9eab6,37619fc13053f82b7cb7da3d24ceb1598ab6d05c,698,SC,F,46,0,0.0,2,1,1
2175,01720ade291653ef581efb213cccfe9e71263067,68979045def5d4e26a103c3a295f66e70114993e,646,SC,M,26,4,139848.17,1,1,0
2176,e950d43915b2d65632c7bc964f8f1c3910513f41,86ed21d71a2a551e55cdb533e9da47d8c159c757,757,PR,F,34,9,101861.36,2,0,0
2177,9b5e3c12adeee29e23c5588019e84f068e44afb4,c673e028bac1f0062518f6d2acb2a0eb22f34cb5,699,RS,M,35,2,167455.66,2,1,1
2178,08a7f21ed9f157f391eae70632bc274c32165a6c,a34c0a0d569affff0cb097e9bda184b0487e26aa,667,SC,F,24,4,0.0,2,0,1
2179,2fe99521276878217fb2dc3365e0cb5951b1050f,3c4f8ea4b8b21f5729363c836cc0ddfc21ea2641,774,RS,F,43,1,116360.07,1,1,0
2180,7c057ababe5f9c2029d9ea09ec5ebf08e0d46b80,a4734c9a41f17b4a6c8fbf698e6744847bae469a,745,RS,M,40,3,88466.82,1,0,0
2181,5086a99893ec844a1c84494a354b4192331dda92,a305f56d078b2fa686d82aefeafa895e2cc87558,649,SC,F,42,7,0.0,2,0,1
2182,1e69ed169684bfb84046c0fe6d1a5879e6cdb915,151fa9f052bd058f44099dd6376eabb1d340585a,634,PR,F,46,5,123642.36,1,1,1
2183,7214e5931b098686630669827a6fd6e92964777c,49e7ee77c8f7a1c182d09c1fa82a4a19bbe74f57,665,RS,M,38,9,0.0,1,0,1
2184,9524448056d4b45e4c02c77161c0a2157280abfa,3cb5c4f715e4efd5bd2be9afcc250549213f7030,713,SC,M,38,9,72286.84,2,1,1
2185,1b9c4bd3da815fb60d75d09afcadd5f32c525ec5,eb97dbf7fdbdade5298174f302cc9476418eb99b,652,SC,F,40,1,0.0,2,1,0
2186,5be5331b861df6c31ee7adae57e413930cad6db4,04bbaf39db641fe83a157ecd89576065fbbf2ad4,739,RS,M,40,1,109681.61,1,1,1
2187,6cd33eb2cfa82d4293141e56b3650c7a75d31b51,da5f47c45243fb553d03295cf4855061c3ebb49e,556,PR,M,37,9,145018.64,2,1,0
2188,08e2d123f8dbbd1b9de1be939c1710617f01c18f,bf2226b4f88b59e10259daacedf4417696952006,699,RS,M,34,8,0.0,1,1,1
2189,259839b4de41dd793a107137691c74dc4230c12d,e255118e62f6168f31e0cec8fbdff4f4591ea3b5,708,RS,F,32,8,187487.63,1,1,1
2190,2a1b2eb6b7e972d3a39c3c85d354e43ac431e568,821c652424d903b2789c6dd74500af4fd2a2f604,480,SC,M,35,2,165692.91,1,1,1
2191,aa7d59a34499ad4db735adce62a1bef583ce869f,f27c894916bfec369fb11c5c2922b87dff4e0cdf,700,PR,F,59,5,137648.41,1,1,0
2192,fffc0aab02559a330eb0c954e678b1719adc6392,f65eb13a9f840b071553884c3f4ff2d9679ecf3b,525,RS,F,47,6,118560.0,1,1,0
2193,8dbd0d93919927e103bf9e751296b2adce0995bd,7abd783af47a9bd96f9e845bb5dae7516d111f11,845,SC,M,33,8,164385.53,1,1,0
2194,b4f54c1a5d93fbe0e1adf9fc5b150df33a01b709,c45d78319eebe2c1caa3ec010f09d59c38609c43,613,SC,M,37,9,108286.5,1,1,1
2195,db0d67005b0fd51b0a49c1905e0a144f07728aeb,d7f41e2825e232f9c1b103392bd3cdb1cb632b3b,850,SC,F,34,2,0.0,2,1,1
2196,d7d6de6ae00c46567cf0471fa36ce5b1b0940d4d,7410e85516e07d782ac9fcf37bdb2fbc79022b6b,798,RS,F,58,9,0.0,2,0,0
2197,402c898b30e1bc340ae8db99db2c8cc91e22746b,56cec1457bbe1af6024f67c383c893cb2ad131c9,773,PR,M,47,2,118079.47,4,1,1
2198,9fe50e28f5b7ee0b9b0c0efc83f24179b2c3cbaf,ea32ed996a0714257a213627f827c8505d28aecb,614,RS,M,35,2,127283.78,1,1,1
2199,f6bd04f6c026f4887f63d6eeb3125e9903203545,9463bbf92f327b08be57ede042d32ad254f61251,473,RS,M,48,8,0.0,2,1,0
